epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,46.8982,1.99413,3.25012,2.06863,0.00123,0.5,0.00528,0.00085,3.59424,4.37572,8.95979,0.00148365,0.00148365,0.00148365
24,49.3148,2.08446,3.17973,2.12344,0.00123,0.5,0.00528,0.00085,3.59424,4.37572,8.95979,0.00147531,0.00147531,0.00147531
25,51.9077,1.70123,2.80675,1.80503,0.00168,0.36667,0.00167,0.00052,4.44254,4.11473,8.37135,0.00146698,0.00146698,0.00146698
26,53.7246,1.63581,2.6423,1.66344,0.00168,0.36667,0.00167,0.00052,4.44254,4.11473,8.37135,0.00145865,0.00145865,0.00145865
27,55.538,1.58021,2.65359,1.72831,0.00286,0.8,0.01887,0.00373,3.14684,3.38357,4.04084,0.00145031,0.00145031,0.00145031
28,57.3574,1.60313,2.90221,1.77233,0.00286,0.8,0.01887,0.00373,3.14684,3.38357,4.04084,0.00144198,0.00144198,0.00144198
29,59.2115,1.51432,2.51716,1.77323,0.15678,0.8,0.18118,0.11639,1.43388,2.50438,2.01142,0.00143364,0.00143364,0.00143364
30,61.1902,1.58623,2.41198,1.84825,0.15678,0.8,0.18118,0.11639,1.43388,2.50438,2.01142,0.00142531,0.00142531,0.00142531
31,63.7857,1.60854,2.40355,1.78971,0.21685,0.6,0.30655,0.1765,1.37429,2.46701,1.8914,0.00141698,0.00141698,0.00141698
32,66.2403,1.4062,2.26932,1.71399,0.21685,0.6,0.30655,0.1765,1.37429,2.46701,1.8914,0.00140864,0.00140864,0.00140864
33,68.3224,1.39831,2.26878,1.64832,0.278,0.65935,0.26784,0.13732,1.68142,2.62767,2.20769,0.00140031,0.00140031,0.00140031
34,70.1577,1.43481,2.44355,1.65492,0.278,0.65935,0.26784,0.13732,1.68142,2.62767,2.20769,0.00139197,0.00139197,0.00139197
35,72.0069,1.55386,2.52272,1.86028,0.278,0.65935,0.26784,0.13732,1.68142,2.62767,2.20769,0.00138364,0.00138364,0.00138364
36,73.8403,1.40192,2.22435,1.63322,0.21381,0.6,0.3177,0.16485,1.72311,2.31617,2.16586,0.0013753,0.0013753,0.0013753
37,76.538,1.49113,2.23409,1.66544,0.21381,0.6,0.3177,0.16485,1.72311,2.31617,2.16586,0.00136697,0.00136697,0.00136697
38,79.3385,1.40268,2.21823,1.67083,0.30203,0.72763,0.47766,0.28436,1.10126,2.09548,1.70932,0.00135864,0.00135864,0.00135864
39,81.2682,1.3475,2.07359,1.59566,0.30203,0.72763,0.47766,0.28436,1.10126,2.09548,1.70932,0.0013503,0.0013503,0.0013503
40,83.1491,1.36215,2.00886,1.52799,0.40484,1,0.59625,0.37722,1.11397,1.84357,1.70801,0.00134197,0.00134197,0.00134197
41,84.9749,1.24105,1.80811,1.4322,0.40484,1,0.59625,0.37722,1.11397,1.84357,1.70801,0.00133363,0.00133363,0.00133363
42,86.8195,1.4082,1.96719,1.73143,0.35832,0.8,0.50795,0.3513,1.10089,1.85739,1.80129,0.0013253,0.0013253,0.0013253
43,88.6273,1.27193,1.87164,1.55227,0.35832,0.8,0.50795,0.3513,1.10089,1.85739,1.80129,0.00131697,0.00131697,0.00131697
44,91.1682,1.22459,1.76467,1.4639,0.5322,0.7,0.53015,0.37389,1.14247,1.74071,1.66136,0.00130863,0.00130863,0.00130863
45,93.6863,1.36531,1.8216,1.68312,0.5322,0.7,0.53015,0.37389,1.14247,1.74071,1.66136,0.0013003,0.0013003,0.0013003
46,95.7319,1.31265,1.78565,1.55317,0.45016,0.87431,0.56632,0.41792,1.25369,1.59709,1.85603,0.00129196,0.00129196,0.00129196
47,97.6779,1.20253,1.86888,1.5339,0.45016,0.87431,0.56632,0.41792,1.25369,1.59709,1.85603,0.00128363,0.00128363,0.00128363
48,99.7161,1.34881,1.98024,1.67892,0.45245,0.9,0.57339,0.38451,1.21161,1.50647,1.8122,0.00127529,0.00127529,0.00127529
49,101.437,1.22754,1.81015,1.49402,0.45245,0.9,0.57339,0.38451,1.21161,1.50647,1.8122,0.00126696,0.00126696,0.00126696
50,103.591,1.25447,1.7513,1.51294,0.45245,0.9,0.57339,0.38451,1.21161,1.50647,1.8122,0.00125863,0.00125863,0.00125863
51,108.389,1.38173,1.79626,1.64055,0.31679,0.9,0.50738,0.32916,1.2178,1.64873,1.85788,0.00125029,0.00125029,0.00125029
52,110.237,1.28741,1.74859,1.53624,0.31679,0.9,0.50738,0.32916,1.2178,1.64873,1.85788,0.00124196,0.00124196,0.00124196
53,112.093,1.09742,1.64415,1.3702,0.35236,0.9,0.52167,0.38078,1.06784,1.7688,1.79648,0.00123362,0.00123362,0.00123362
54,113.944,1.18534,1.63264,1.42733,0.35236,0.9,0.52167,0.38078,1.06784,1.7688,1.79648,0.00122529,0.00122529,0.00122529
55,115.76,1.12729,1.57301,1.4518,0.50258,0.89715,0.63476,0.4225,1.05502,1.63072,1.69178,0.00121696,0.00121696,0.00121696
56,118.257,1.07378,1.51882,1.43964,0.50258,0.89715,0.63476,0.4225,1.05502,1.63072,1.69178,0.00120862,0.00120862,0.00120862
57,121.073,1.10663,1.60113,1.4377,0.49511,1,0.6674,0.43647,1.12084,1.52925,1.76601,0.00120029,0.00120029,0.00120029
58,123.107,1.14674,1.58276,1.46463,0.49511,1,0.6674,0.43647,1.12084,1.52925,1.76601,0.00119195,0.00119195,0.00119195
59,125.116,1.1214,1.46191,1.43475,0.22905,0.9,0.41844,0.2551,1.25771,2.37305,1.91808,0.00118362,0.00118362,0.00118362
60,126.981,1.25361,1.60587,1.54725,0.22905,0.9,0.41844,0.2551,1.25771,2.37305,1.91808,0.00117528,0.00117528,0.00117528
61,128.801,1.03778,1.50548,1.39257,0.32637,0.73106,0.56456,0.32644,1.21954,1.98903,1.78465,0.00116695,0.00116695,0.00116695
62,130.736,1.15299,1.41344,1.43315,0.32637,0.73106,0.56456,0.32644,1.21954,1.98903,1.78465,0.00115862,0.00115862,0.00115862
63,133.506,1.20695,1.49396,1.5641,0.66499,0.85416,0.76893,0.50008,1.17005,1.44753,1.68957,0.00115028,0.00115028,0.00115028
64,137.086,1.24273,1.56621,1.51849,0.66499,0.85416,0.76893,0.50008,1.17005,1.44753,1.68957,0.00114195,0.00114195,0.00114195
65,139.11,1.05744,1.43948,1.33429,0.72155,0.73333,0.7925,0.57446,1.07863,1.26106,1.61169,0.00113361,0.00113361,0.00113361
66,141.22,1.06293,1.33482,1.33293,0.72155,0.73333,0.7925,0.57446,1.07863,1.26106,1.61169,0.00112528,0.00112528,0.00112528
67,143.69,1.12841,1.41887,1.4718,0.72155,0.73333,0.7925,0.57446,1.07863,1.26106,1.61169,0.00111695,0.00111695,0.00111695
68,146.576,1.04159,1.30646,1.31109,0.9339,0.70512,0.90043,0.69445,1.17218,1.16356,1.65999,0.00110861,0.00110861,0.00110861
69,148.986,1.16978,1.48444,1.44829,0.9339,0.70512,0.90043,0.69445,1.17218,1.16356,1.65999,0.00110028,0.00110028,0.00110028
70,151.014,1.17013,1.37027,1.45927,0.70505,0.89374,0.88393,0.55713,1.33674,1.3727,1.8091,0.00109194,0.00109194,0.00109194
71,153.522,1.09273,1.23769,1.36743,0.70505,0.89374,0.88393,0.55713,1.33674,1.3727,1.8091,0.00108361,0.00108361,0.00108361
72,155.449,1.1407,1.2797,1.40358,0.73209,0.85786,0.80143,0.51633,1.33073,1.75224,1.90731,0.00107527,0.00107527,0.00107527
73,157.264,1.08475,1.28997,1.43248,0.73209,0.85786,0.80143,0.51633,1.33073,1.75224,1.90731,0.00106694,0.00106694,0.00106694
74,159.758,1.16996,1.4106,1.4216,0.77438,0.8,0.94643,0.65841,1.26917,1.33712,2.01833,0.00105861,0.00105861,0.00105861
75,164.068,0.96223,1.23878,1.23893,0.77438,0.8,0.94643,0.65841,1.26917,1.33712,2.01833,0.00105027,0.00105027,0.00105027
76,165.96,1.21338,1.45628,1.44103,0.98353,0.72656,0.91625,0.675,1.25236,1.08623,1.90689,0.00104194,0.00104194,0.00104194
77,168.214,1.08306,1.25857,1.39439,0.98353,0.72656,0.91625,0.675,1.25236,1.08623,1.90689,0.0010336,0.0010336,0.0010336
78,170.109,1.08345,1.21857,1.37041,0.79643,0.9,0.9575,0.66208,1.32586,1.07268,1.85325,0.00102527,0.00102527,0.00102527
79,171.921,0.94679,1.1399,1.2676,0.79643,0.9,0.9575,0.66208,1.32586,1.07268,1.85325,0.00101694,0.00101694,0.00101694
80,174.643,1.05932,1.13439,1.39815,0.90063,0.89812,0.95056,0.6354,1.24593,1.08678,1.69757,0.0010086,0.0010086,0.0010086
81,176.865,1.08268,1.25471,1.37723,0.90063,0.89812,0.95056,0.6354,1.24593,1.08678,1.69757,0.00100027,0.00100027,0.00100027
82,178.778,0.97968,1.30904,1.30277,0.90063,0.89812,0.95056,0.6354,1.24593,1.08678,1.69757,0.000991933,0.000991933,0.000991933
83,180.615,0.98291,1.15638,1.30594,0.96623,0.73333,0.90375,0.6398,1.25355,1.11931,1.73014,0.000983598,0.000983598,0.000983598
84,182.652,0.97553,1.16072,1.29473,0.96623,0.73333,0.90375,0.6398,1.25355,1.11931,1.73014,0.000975264,0.000975264,0.000975264
85,184.47,0.97928,1.11608,1.31251,0.93386,0.87727,0.9575,0.67436,1.18009,1.00305,1.72455,0.00096693,0.00096693,0.00096693
86,186.471,1.0215,1.16295,1.39234,0.93386,0.87727,0.9575,0.67436,1.18009,1.00305,1.72455,0.000958596,0.000958596,0.000958596
87,189.402,1.01594,1.09546,1.32316,0.95183,0.88524,0.97833,0.72158,1.12753,0.85039,1.69322,0.000950262,0.000950262,0.000950262
88,191.538,0.93398,1.06882,1.21741,0.95183,0.88524,0.97833,0.72158,1.12753,0.85039,1.69322,0.000941928,0.000941928,0.000941928
89,193.605,1.04157,1.09156,1.37488,0.97085,1,0.995,0.73029,0.99519,0.78757,1.48217,0.000933593,0.000933593,0.000933593
90,195.689,0.96483,1.07704,1.35494,0.97085,1,0.995,0.73029,0.99519,0.78757,1.48217,0.000925259,0.000925259,0.000925259
91,197.746,0.97733,1.23208,1.37251,0.96544,0.89342,0.97833,0.77092,0.92705,0.83835,1.43539,0.000916925,0.000916925,0.000916925
92,199.774,1.01874,1.25427,1.3777,0.96544,0.89342,0.97833,0.77092,0.92705,0.83835,1.43539,0.000908591,0.000908591,0.000908591
93,202.979,0.86201,0.96816,1.15468,1,0.97806,0.995,0.72165,1.05583,0.94039,1.51689,0.000900257,0.000900257,0.000900257
94,205.009,0.98381,1.02932,1.25437,1,0.97806,0.995,0.72165,1.05583,0.94039,1.51689,0.000891923,0.000891923,0.000891923
95,206.86,0.9301,0.95473,1.26199,0.80686,1,0.995,0.72752,1.09165,0.89414,1.5831,0.000883588,0.000883588,0.000883588
96,208.945,0.91967,1.18041,1.28582,0.80686,1,0.995,0.72752,1.09165,0.89414,1.5831,0.000875254,0.000875254,0.000875254
97,212.249,0.88873,1.02873,1.25911,0.81348,1,0.97833,0.73528,1.09956,0.95286,1.55098,0.00086692,0.00086692,0.00086692
98,214.604,0.95924,1.06472,1.26082,0.81348,1,0.97833,0.73528,1.09956,0.95286,1.55098,0.000858586,0.000858586,0.000858586
99,217.39,0.86384,1.10288,1.21,0.81348,1,0.97833,0.73528,1.09956,0.95286,1.55098,0.000850252,0.000850252,0.000850252
100,219.24,0.90892,1.08515,1.31389,0.88778,0.99605,0.995,0.78615,1.05924,0.77931,1.50509,0.000841918,0.000841918,0.000841918
101,221.593,0.8785,1.00943,1.22014,0.88778,0.99605,0.995,0.78615,1.05924,0.77931,1.50509,0.000833583,0.000833583,0.000833583
102,224.142,0.93426,0.9859,1.27698,0.98569,0.98257,0.995,0.76445,1.08046,0.86832,1.51188,0.000825249,0.000825249,0.000825249
103,226.041,0.91047,1.01494,1.32322,0.98569,0.98257,0.995,0.76445,1.08046,0.86832,1.51188,0.000816915,0.000816915,0.000816915
104,228.129,1.01959,1.02992,1.31496,0.97193,0.72061,0.89583,0.68832,1.13294,0.9775,1.54276,0.000808581,0.000808581,0.000808581
105,232.469,0.81514,0.88581,1.2026,0.97193,0.72061,0.89583,0.68832,1.13294,0.9775,1.54276,0.000800247,0.000800247,0.000800247
106,234.608,0.90591,1.1014,1.25279,0.97803,0.73333,0.88405,0.65398,1.09336,0.98904,1.54383,0.000791913,0.000791913,0.000791913
107,236.449,0.98217,0.97703,1.33106,0.97803,0.73333,0.88405,0.65398,1.09336,0.98904,1.54383,0.000783578,0.000783578,0.000783578
108,238.322,0.88962,0.86512,1.2253,0.96754,0.73333,0.91233,0.68597,1.05278,0.91583,1.57573,0.000775244,0.000775244,0.000775244
109,240.132,0.85812,0.86555,1.19744,0.96754,0.73333,0.91233,0.68597,1.05278,0.91583,1.57573,0.00076691,0.00076691,0.00076691
110,242.505,1.07111,1.038,1.51052,0.98843,0.72026,0.91233,0.6581,1.0224,0.83151,1.58115,0.000758576,0.000758576,0.000758576
111,245.388,0.85522,0.94812,1.21818,0.98843,0.72026,0.91233,0.6581,1.0224,0.83151,1.58115,0.000750242,0.000750242,0.000750242
112,247.371,0.91298,0.98238,1.20592,0.89541,0.73727,0.93708,0.70118,1.04646,0.87638,1.63152,0.000741908,0.000741908,0.000741908
113,249.2,0.87653,1.07279,1.29273,0.89541,0.73727,0.93708,0.70118,1.04646,0.87638,1.63152,0.000733573,0.000733573,0.000733573
114,251.049,0.8372,0.98171,1.20654,0.89541,0.73727,0.93708,0.70118,1.04646,0.87638,1.63152,0.000725239,0.000725239,0.000725239
115,252.91,0.89821,0.99772,1.27322,0.87651,0.7496,0.87917,0.65829,1.0822,0.9185,1.69114,0.000716905,0.000716905,0.000716905
116,254.838,0.84671,0.87032,1.20035,0.87651,0.7496,0.87917,0.65829,1.0822,0.9185,1.69114,0.000708571,0.000708571,0.000708571
117,257.526,0.8107,0.83346,1.20701,0.98067,0.72683,0.90043,0.73586,1.03803,0.83124,1.6591,0.000700237,0.000700237,0.000700237
118,259.886,0.88237,0.98405,1.28795,0.98067,0.72683,0.90043,0.73586,1.03803,0.83124,1.6591,0.000691903,0.000691903,0.000691903
119,261.785,0.83675,0.83549,1.20621,0.81462,0.9,0.92518,0.70894,0.96313,0.91367,1.56223,0.000683568,0.000683568,0.000683568
120,263.658,0.86899,0.98086,1.23691,0.81462,0.9,0.92518,0.70894,0.96313,0.91367,1.56223,0.000675234,0.000675234,0.000675234
121,265.479,0.82981,0.92721,1.22529,0.83176,0.70118,0.90043,0.66823,1.0031,1.07734,1.60862,0.0006669,0.0006669,0.0006669
122,267.516,0.82487,0.94427,1.21805,0.83176,0.70118,0.90043,0.66823,1.0031,1.07734,1.60862,0.000658566,0.000658566,0.000658566
123,269.474,0.94227,0.93596,1.33951,0.75314,0.73333,0.82,0.60434,1.11064,1.05689,1.69239,0.000650232,0.000650232,0.000650232
124,272.339,0.80649,0.78161,1.19654,0.75314,0.73333,0.82,0.60434,1.11064,1.05689,1.69239,0.000641898,0.000641898,0.000641898
125,274.44,0.80901,0.77096,1.15435,0.67357,0.94069,0.88393,0.61204,1.23116,1.02905,1.75839,0.000633563,0.000633563,0.000633563
126,276.262,0.91198,0.92112,1.27214,0.67357,0.94069,0.88393,0.61204,1.23116,1.02905,1.75839,0.000625229,0.000625229,0.000625229
127,278.144,0.90332,0.91781,1.32328,0.7942,1,0.995,0.72311,1.31951,0.97603,1.7945,0.000616895,0.000616895,0.000616895
128,280.049,0.8266,0.92024,1.22561,0.7942,1,0.995,0.72311,1.31951,0.97603,1.7945,0.000608561,0.000608561,0.000608561
129,282.01,0.82635,0.865,1.19102,0.97335,1,0.995,0.7411,1.2514,0.8999,1.67704,0.000600227,0.000600227,0.000600227
130,284.833,0.8903,0.86419,1.26335,0.97335,1,0.995,0.7411,1.2514,0.8999,1.67704,0.000591893,0.000591893,0.000591893
131,287.491,0.87607,0.85931,1.21889,0.97335,1,0.995,0.7411,1.2514,0.8999,1.67704,0.000583558,0.000583558,0.000583558
132,289.353,0.82457,0.85225,1.17548,0.98198,0.92054,0.995,0.7294,1.13705,0.86486,1.58572,0.000575224,0.000575224,0.000575224
133,291.159,0.80256,0.87735,1.24184,0.98198,0.92054,0.995,0.7294,1.13705,0.86486,1.58572,0.00056689,0.00056689,0.00056689
134,293.131,0.76202,0.82345,1.13796,0.94346,0.90526,0.995,0.73673,1.15382,0.92161,1.64033,0.000558556,0.000558556,0.000558556
135,294.974,0.78478,0.95813,1.17398,0.94346,0.90526,0.995,0.73673,1.15382,0.92161,1.64033,0.000550222,0.000550222,0.000550222
136,296.848,0.87832,0.80854,1.26192,0.98464,0.92266,0.995,0.75006,1.14529,0.7839,1.66676,0.000541888,0.000541888,0.000541888
137,299.522,0.89419,0.98426,1.32374,0.98464,0.92266,0.995,0.75006,1.14529,0.7839,1.66676,0.000533553,0.000533553,0.000533553
138,301.854,0.81447,0.81128,1.1831,0.98545,0.97337,0.995,0.74378,1.0891,0.69854,1.6541,0.000525219,0.000525219,0.000525219
139,303.786,0.82085,0.80646,1.13675,0.98545,0.97337,0.995,0.74378,1.0891,0.69854,1.6541,0.000516885,0.000516885,0.000516885
140,305.713,0.70461,0.68331,1.08574,0.98639,0.9868,0.995,0.77546,1.06253,0.65143,1.63911,0.000508551,0.000508551,0.000508551
141,307.556,0.89712,0.92514,1.27184,0.98639,0.9868,0.995,0.77546,1.06253,0.65143,1.63911,0.000500217,0.000500217,0.000500217
142,309.465,0.75319,0.75757,1.20683,0.99061,0.98063,0.995,0.73818,1.04014,0.63688,1.64737,0.000491883,0.000491883,0.000491883
143,311.639,0.78378,0.79584,1.21223,0.99061,0.98063,0.995,0.73818,1.04014,0.63688,1.64737,0.000483548,0.000483548,0.000483548
144,314.651,0.77907,0.74411,1.18391,0.95822,0.94479,0.995,0.7199,1.03486,0.65332,1.63469,0.000475214,0.000475214,0.000475214
145,316.583,0.82925,0.82602,1.22305,0.95822,0.94479,0.995,0.7199,1.03486,0.65332,1.63469,0.00046688,0.00046688,0.00046688
146,318.415,0.86124,0.93157,1.2804,0.95822,0.94479,0.995,0.7199,1.03486,0.65332,1.63469,0.000458546,0.000458546,0.000458546
147,320.256,0.82076,0.79998,1.23865,0.98801,0.92305,0.995,0.72643,1.0239,0.63862,1.62404,0.000450212,0.000450212,0.000450212
148,322.112,0.68393,0.84304,1.06875,0.98801,0.92305,0.995,0.72643,1.0239,0.63862,1.62404,0.000441878,0.000441878,0.000441878
149,324.052,0.81644,0.84467,1.2556,0.94098,0.9821,0.995,0.75798,1.06914,0.63487,1.65581,0.000433543,0.000433543,0.000433543
150,326.754,0.72584,0.80815,1.12955,0.94098,0.9821,0.995,0.75798,1.06914,0.63487,1.65581,0.000425209,0.000425209,0.000425209
151,329.432,0.75609,0.76092,1.17913,0.98174,1,0.995,0.76236,1.14764,0.62606,1.7386,0.000416875,0.000416875,0.000416875
152,331.283,0.73555,0.78998,1.14326,0.98174,1,0.995,0.76236,1.14764,0.62606,1.7386,0.000408541,0.000408541,0.000408541
153,333.405,0.76717,0.7681,1.14527,0.95897,1,0.995,0.73472,1.12822,0.63556,1.72011,0.000400207,0.000400207,0.000400207
154,335.255,0.70328,0.66378,1.07867,0.95897,1,0.995,0.73472,1.12822,0.63556,1.72011,0.000391873,0.000391873,0.000391873
155,337.36,0.85692,0.91733,1.23229,0.96309,1,0.995,0.75328,1.0427,0.66377,1.63725,0.000383538,0.000383538,0.000383538
156,339.483,0.8431,0.75468,1.23612,0.96309,1,0.995,0.75328,1.0427,0.66377,1.63725,0.000375204,0.000375204,0.000375204
157,342.323,0.75685,0.69625,1.17703,0.97941,1,0.995,0.77165,0.94803,0.63264,1.56376,0.00036687,0.00036687,0.00036687
158,344.427,0.76625,0.74843,1.21549,0.97941,1,0.995,0.77165,0.94803,0.63264,1.56376,0.000358536,0.000358536,0.000358536
159,346.371,0.68199,0.65241,1.07994,0.97685,1,0.995,0.76761,0.90346,0.63969,1.53569,0.000350202,0.000350202,0.000350202
160,348.266,0.76175,0.7159,1.15275,0.97685,1,0.995,0.76761,0.90346,0.63969,1.53569,0.000341868,0.000341868,0.000341868
161,350.108,0.72933,0.73425,1.15862,0.96723,1,0.995,0.7859,0.91147,0.61506,1.52176,0.000333533,0.000333533,0.000333533
162,351.971,0.74024,0.74046,1.20127,0.96723,1,0.995,0.7859,0.91147,0.61506,1.52176,0.000325199,0.000325199,0.000325199
163,354.431,0.71867,0.73223,1.18504,0.96723,1,0.995,0.7859,0.91147,0.61506,1.52176,0.000316865,0.000316865,0.000316865
164,357.093,0.74465,0.77481,1.16495,0.98431,1,0.995,0.75253,0.90798,0.61446,1.52307,0.000308531,0.000308531,0.000308531
165,358.939,0.76398,0.76529,1.19513,0.98431,1,0.995,0.75253,0.90798,0.61446,1.52307,0.000300197,0.000300197,0.000300197
166,360.827,0.71036,0.713,1.16991,0.97571,1,0.995,0.80144,0.86887,0.57491,1.4523,0.000291863,0.000291863,0.000291863
167,362.883,0.73262,0.73731,1.17725,0.97571,1,0.995,0.80144,0.86887,0.57491,1.4523,0.000283528,0.000283528,0.000283528
168,364.967,0.73114,0.73389,1.15061,0.97451,1,0.995,0.82105,0.9086,0.58431,1.4575,0.000275194,0.000275194,0.000275194
169,367.087,0.72219,0.73671,1.17999,0.97451,1,0.995,0.82105,0.9086,0.58431,1.4575,0.00026686,0.00026686,0.00026686
170,370.305,0.60643,0.6364,1.0392,0.96263,1,0.995,0.80621,0.95796,0.61594,1.44662,0.000258526,0.000258526,0.000258526
171,372.328,0.63349,0.69897,1.06949,0.96263,1,0.995,0.80621,0.95796,0.61594,1.44662,0.000250192,0.000250192,0.000250192
172,374.275,0.805,0.871,1.2108,0.91519,1,0.995,0.78332,0.96012,0.62266,1.43943,0.000241858,0.000241858,0.000241858
173,377.534,0.742,0.82389,1.19491,0.91519,1,0.995,0.78332,0.96012,0.62266,1.43943,0.000233523,0.000233523,0.000233523
174,379.539,0.76866,0.70557,1.15135,0.91761,1,0.995,0.78528,0.96116,0.60249,1.42196,0.000225189,0.000225189,0.000225189
175,381.602,0.6283,0.73384,1.08103,0.91761,1,0.995,0.78528,0.96116,0.60249,1.42196,0.000216855,0.000216855,0.000216855
176,384.514,0.68242,0.64929,1.07199,0.96665,1,0.995,0.78329,0.98288,0.55526,1.44416,0.000208521,0.000208521,0.000208521
177,386.482,0.68157,0.67744,1.11684,0.96665,1,0.995,0.78329,0.98288,0.55526,1.44416,0.000200187,0.000200187,0.000200187
178,388.362,0.78031,0.70022,1.23104,0.96665,1,0.995,0.78329,0.98288,0.55526,1.44416,0.000191853,0.000191853,0.000191853
179,390.268,0.77888,0.7631,1.15042,0.97732,1,0.995,0.78505,0.98669,0.55248,1.44878,0.000183518,0.000183518,0.000183518
180,392.144,0.61649,0.66923,1.095,0.97732,1,0.995,0.78505,0.98669,0.55248,1.44878,0.000175184,0.000175184,0.000175184
181,394.071,0.75339,0.75759,1.17867,0.98381,1,0.995,0.79609,1.01748,0.58828,1.474,0.00016685,0.00016685,0.00016685
182,396.568,0.6795,0.68686,1.09894,0.98381,1,0.995,0.79609,1.01748,0.58828,1.474,0.000158516,0.000158516,0.000158516
183,399.322,0.71919,0.65275,1.14931,0.97474,1,0.995,0.79999,0.99538,0.60074,1.45172,0.000150182,0.000150182,0.000150182
184,401.219,0.61449,0.64958,1.12109,0.97474,1,0.995,0.79999,0.99538,0.60074,1.45172,0.000141848,0.000141848,0.000141848
185,403.085,0.71294,0.73635,1.13312,0.96592,1,0.995,0.81036,0.99454,0.62918,1.45412,0.000133513,0.000133513,0.000133513
186,404.965,0.62172,0.64308,1.07509,0.96592,1,0.995,0.81036,0.99454,0.62918,1.45412,0.000125179,0.000125179,0.000125179
187,406.927,0.6899,0.60849,1.15923,0.96568,1,0.995,0.7955,0.9873,0.67052,1.46463,0.000116845,0.000116845,0.000116845
188,408.795,0.63564,0.63854,1.08294,0.96568,1,0.995,0.7955,0.9873,0.67052,1.46463,0.000108511,0.000108511,0.000108511
189,411.475,0.74776,0.74568,1.21317,0.90041,1,0.995,0.78565,1.0366,0.70989,1.50928,0.000100177,0.000100177,0.000100177
190,414.01,0.70078,0.68436,1.13937,0.90041,1,0.995,0.78565,1.0366,0.70989,1.50928,9.18425e-05,9.18425e-05,9.18425e-05
