epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,28.2115,1.33898,2.30035,1.41059,0.04311,0.56667,0.05066,0.02131,1.5908,29.5243,2.49858,0.000940006,0.000940006,0.000940006
14,30.0591,1.22858,2.14303,1.42064,0.27745,0.8,0.41869,0.23953,1.82121,25.6104,4.41513,0.000935007,0.000935007,0.000935007
15,31.911,1.36734,2.18587,1.58732,0.27745,0.8,0.41869,0.23953,1.82121,25.6104,4.41513,0.000930007,0.000930007,0.000930007
16,35.2413,1.43573,2.52043,1.73607,0.76015,0.4,0.3409,0.24828,0.93785,4.88842,1.82445,0.000925008,0.000925008,0.000925008
17,37.8133,1.20771,1.98812,1.5514,0.76015,0.4,0.3409,0.24828,0.93785,4.88842,1.82445,0.000920008,0.000920008,0.000920008
18,39.6737,1.27811,2.73872,1.4071,0.76015,0.4,0.3409,0.24828,0.93785,4.88842,1.82445,0.000915008,0.000915008,0.000915008
19,41.4899,1.13852,1.92386,1.41005,0.55612,0.9,0.81286,0.63164,1.10618,4.72995,1.73972,0.000910009,0.000910009,0.000910009
20,43.4805,1.23734,1.9579,1.39564,0.55612,0.9,0.81286,0.63164,1.10618,4.72995,1.73972,0.00090501,0.00090501,0.00090501
21,45.4558,1.0991,1.84641,1.33709,0.67181,0.99827,0.94045,0.70373,0.99264,2.93245,1.67016,0.00090001,0.00090001,0.00090001
22,48.246,0.96397,1.57897,1.25697,0.67181,0.99827,0.94045,0.70373,0.99264,2.93245,1.67016,0.000895011,0.000895011,0.000895011
23,51.0326,1.0692,1.82595,1.24537,0.97057,0.78827,0.92045,0.71767,0.98288,1.30322,1.76058,0.000890011,0.000890011,0.000890011
24,53.0399,1.08108,1.64474,1.31269,0.97057,0.78827,0.92045,0.71767,0.98288,1.30322,1.76058,0.000885012,0.000885012,0.000885012
25,55.1045,1.10261,1.55835,1.298,0.9612,0.8,0.91722,0.7271,0.90584,1.13599,1.6614,0.000880012,0.000880012,0.000880012
26,57.0542,1.09825,1.4891,1.23633,0.9612,0.8,0.91722,0.7271,0.90584,1.13599,1.6614,0.000875012,0.000875012,0.000875012
27,59.5469,1.04104,1.48023,1.2454,0.71421,0.83333,0.87875,0.70248,0.88431,1.52879,1.59879,0.000870013,0.000870013,0.000870013
28,61.8128,0.93483,1.40763,1.2012,0.71421,0.83333,0.87875,0.70248,0.88431,1.52879,1.59879,0.000865014,0.000865014,0.000865014
29,64.4848,0.90263,1.31721,1.20802,0.63785,1,0.90518,0.7173,0.91284,1.32668,1.56755,0.000860014,0.000860014,0.000860014
30,66.2643,1.13872,1.37727,1.45581,0.63785,1,0.90518,0.7173,0.91284,1.32668,1.56755,0.000855015,0.000855015,0.000855015
31,68.4884,1.14034,1.33078,1.32533,0.78207,0.8,0.96167,0.78352,0.86578,1.44978,1.44872,0.000850015,0.000850015,0.000850015
32,71.7669,0.98812,1.23923,1.33067,0.78207,0.8,0.96167,0.78352,0.86578,1.44978,1.44872,0.000845015,0.000845015,0.000845015
33,73.8412,0.99684,1.16357,1.24143,0.82137,0.81485,0.92518,0.72301,0.85456,1.70683,1.42822,0.000840016,0.000840016,0.000840016
34,76.597,0.99429,1.43611,1.26301,0.82137,0.81485,0.92518,0.72301,0.85456,1.70683,1.42822,0.000835017,0.000835017,0.000835017
35,79.0614,1.17889,1.51006,1.46418,0.82137,0.81485,0.92518,0.72301,0.85456,1.70683,1.42822,0.000830017,0.000830017,0.000830017
36,82.2394,1.05385,1.29619,1.28216,0.73361,0.88435,0.83795,0.60744,0.90088,1.35095,1.46717,0.000825017,0.000825017,0.000825017
37,84.1419,0.98962,1.2848,1.24211,0.73361,0.88435,0.83795,0.60744,0.90088,1.35095,1.46717,0.000820018,0.000820018,0.000820018
38,86.2618,1.04438,1.19199,1.32086,0.80075,0.65013,0.79096,0.64548,0.9238,1.13516,1.57625,0.000815018,0.000815018,0.000815018
39,88.0836,1.00708,1.20601,1.31559,0.80075,0.65013,0.79096,0.64548,0.9238,1.13516,1.57625,0.000810019,0.000810019,0.000810019
40,91.1703,1.05481,1.19868,1.2105,0.76233,1,0.93708,0.71063,0.94716,1.14335,1.56081,0.000805019,0.000805019,0.000805019
41,93.1327,0.84268,1.01403,1.12168,0.76233,1,0.93708,0.71063,0.94716,1.14335,1.56081,0.00080002,0.00080002,0.00080002
42,95.11,1.01034,1.1308,1.34288,0.89902,0.97984,0.995,0.74501,0.96178,1.1118,1.53677,0.000795021,0.000795021,0.000795021
43,96.9559,0.94555,1.09198,1.21551,0.89902,0.97984,0.995,0.74501,0.96178,1.1118,1.53677,0.000790021,0.000790021,0.000790021
44,98.7905,0.95438,1.04969,1.22218,0.86376,1,0.995,0.75678,0.93917,1.01248,1.46048,0.000785022,0.000785022,0.000785022
45,100.696,0.94524,1.14192,1.24738,0.86376,1,0.995,0.75678,0.93917,1.01248,1.46048,0.000780022,0.000780022,0.000780022
46,103.06,0.96554,1.09086,1.22433,0.8119,0.97788,0.995,0.74261,0.94088,1.17196,1.42582,0.000775023,0.000775023,0.000775023
47,105.661,0.88629,0.99818,1.22375,0.8119,0.97788,0.995,0.74261,0.94088,1.17196,1.42582,0.000770023,0.000770023,0.000770023
48,107.58,1.00917,1.16955,1.34461,0.95479,1,0.995,0.75689,0.93165,0.98196,1.37472,0.000765023,0.000765023,0.000765023
49,109.412,0.93967,1.09341,1.21607,0.95479,1,0.995,0.75689,0.93165,0.98196,1.37472,0.000760024,0.000760024,0.000760024
50,111.176,0.94014,1.04513,1.21646,0.95479,1,0.995,0.75689,0.93165,0.98196,1.37472,0.000755025,0.000755025,0.000755025
51,113.284,1.03407,1.09217,1.34754,0.87488,1,0.995,0.76615,0.93546,1.08845,1.3807,0.000750025,0.000750025,0.000750025
